Cycle,Capacity,Rct,Re,SOH,tau_real,CCA1,CCA2,CCA3,CCA4,tau_p1,tau_p2,tau_p3,tau_p4
126,1.391284788852726,0.08175057083151278,0.05791594677751306,0.7494178378216989,0.11373832567791109,17.018655340280766,1.391284788852726,12.232330488076851,4.865983590360724,1.391284788852726,0.11373832567791109,1.0,0.3977969361687632
127,1.3862287677978349,0.07741124519885696,0.057000769180639774,0.7466944037718938,0.10730969504570755,17.907330701590414,1.3862287677978349,12.918019822974838,4.982334490278029,1.3862287677978349,0.10730969504570755,1.0,0.3856887168896345
128,1.3804366761974138,0.08269416457353587,0.0585831887959693,0.74357448411315,0.11415405768481379,16.69327797573744,1.3804366761974138,12.092751709351257,4.800418019679795,1.3804366761974138,0.11415405768481379,1.0,0.3969665577411681
129,1.3752364150256224,0.07692027721215688,0.05728256542976495,0.740773354887346,0.10578356627602371,17.878724113701878,1.3752364150256224,13.000473168367037,4.958575647840771,1.3752364150256224,0.10578356627602371,1.0,0.3814150134093625
130,1.3705128024895008,0.082272625759776,0.05684411239635824,0.7382289732324248,0.1127556868982005,16.658187213948867,1.3705128024895008,12.154711129797333,4.778102012617963,1.3705128024895006,0.1127556868982005,1.0,0.3931069987261502
131,1.3705085566270399,0.07735170203997428,0.0589529203196688,0.7382266861916329,0.10601116951545,17.71788493960715,1.3705085566270399,12.927963750341446,4.92772898149492,1.3705085566270399,0.10601116951545,1.0,0.381168223910341
132,1.3647355108681518,0.08291573296417665,0.05667203462955093,0.7351170256067291,0.11315804518587287,16.459307082984836,1.3647355108681518,12.060437316908786,4.7394726352657734,1.3647355108681518,0.11315804518587287,1.0,0.39297684741671945
133,1.375392016895762,0.07615092115486195,0.058223361510524915,0.7408571700903981,0.10473736903565574,18.061396973763966,1.375392016895762,13.131817512310601,4.984124919351464,1.375392016895762,0.10473736903565574,1.0,0.379545703759516
134,1.3861115151535393,0.07518971733166918,0.057798377106990255,0.746631245442362,0.1042213330145663,18.43485471609457,1.3861115151535393,13.299690908384486,5.054974223689099,1.3861115151535393,0.1042213330145663,1.0,0.3800820829980572
135,1.3698500035838939,0.08099673983388944,0.05869361561103209,0.7378719555127383,0.11095338435173717,16.91240914625976,1.3698500035838939,12.346175933140398,4.813259158783808,1.3698500035838939,0.11095338435173717,1.0,0.38985829983709763
136,1.3647827949260758,0.07604639902387582,0.0581005359089264,0.735142495242232,0.10378681700386884,17.946711645052165,1.3647827949260758,13.149866566147809,4.94907701280417,1.3647827949260758,0.10378681700386884,1.0,0.3763594853155973
137,1.3543220466259964,0.08079234772463807,0.05687355099054793,0.7295077959801872,0.109418857722151,16.762999031070223,1.3543220466259964,12.37740984342066,4.764713963644472,1.3543220466259964,0.109418857722151,1.0,0.3849524273592027
138,1.3546417018378962,0.07620792252066097,0.057819391216989646,0.7296799787853683,0.10323442985691872,17.775602024456646,1.3546417018378962,13.121995285055656,4.907094025755274,1.3546417018378965,0.10323442985691872,1.0,0.3739594413163563
139,1.3547039213192407,0.0816166339541188,0.058401226760293384,0.7297134934112401,0.11056637406252183,16.598380203731438,1.3547039213192407,12.25240433907327,4.741929011440664,1.3547039213192407,0.11056637406252183,1.0,0.38702028436316915
140,1.349314997503458,0.07603115808018222,0.05729597585562558,0.7268107407422197,0.10258998187514609,17.7468689360285,1.349314997503458,13.15250254304167,4.893476924857365,1.349314997503458,0.10258998187514609,0.9999999999999999,0.37205671763555426
141,1.3441891937970554,0.08203042743610463,0.05713926164978321,0.7240497181525036,0.11026441412216532,16.386470676921377,1.3441891937970554,12.190598431038566,4.693241609846018,1.3441891937970554,0.11026441412216532,1.0,0.38498861531658063
142,1.3389913790695755,0.07793753101024108,0.057011915661303356,0.7212499067079483,0.1043576821286805,17.1803155901055,1.3389913790695755,12.830788800181505,4.796279231325663,1.3389913790695758,0.1043576821286805,1.0,0.3738101613252191
143,1.3389145230206971,0.08430934905296765,0.056846750542401,0.721208508070922,0.11288301187343965,15.880973320995745,1.3389145230206971,11.86108078443052,4.611210884267324,1.3389145230206971,0.11288301187343965,1.0,0.38876818799853746
144,1.3340066759761655,0.07732083011265528,0.05739160457574554,0.7185648881952921,0.10314650356230108,17.252875764946367,1.3340066759761655,12.933125505029047,4.797442177892908,1.3340066759761655,0.10314650356230108,0.9999999999999999,0.37094221161214447
145,1.3286444309174914,0.08128077873787101,0.05971458306876328,0.7156765060826296,0.10799325401070917,16.34635459389907,1.3286444309174914,12.303031731831473,4.6603103970644,1.3286444309174916,0.10799325401070917,0.9999999999999999,0.3787936582335913
146,1.3231708992276219,0.07756322518442982,0.05669401159445664,0.7127281792431958,0.10262940241427652,17.059255801720294,1.3231708992276219,12.892707821550744,4.751032607688171,1.323170899227622,0.10262940241427652,0.9999999999999999,0.3685054120086864
147,1.3181691588445197,0.0827621596207595,0.057876489486257204,0.7100339835664494,0.10909452633145242,15.92719625593094,1.3181691588445197,12.082816646910779,4.5820016249923,1.3181691588445197,0.10909452633145242,0.9999999999999999,0.37921634987019215
148,1.3184664436640334,0.07889973426640497,0.05711363659055292,0.7101941165230103,0.10402665204426423,16.710657595020933,1.3184664436640334,12.67431391623576,4.693872739071078,1.3184664436640336,0.10402665204426423,1.0,0.3703453117930305
149,1.318293040102702,0.08389339159553517,0.057106052592570886,0.7101007124097442,0.11059607425100454,15.713908032928565,1.318293040102702,11.91989000541516,4.55143225728162,1.318293040102702,0.11059607425100454,0.9999999999999999,0.38183508868067756
150,1.323872422244268,0.07787942798165798,0.058410674041032944,0.7131060557689289,0.10310242696507557,16.999000333644773,1.323872422244268,12.840361388318339,4.743891624756348,1.323872422244268,0.10310242696507557,0.9999999999999999,0.36945156614300245
151,1.3601216766554785,0.0823356083860003,0.05832440115222774,0.7326317762261326,0.11198644572641561,16.51924001434527,1.3601216766554785,12.145413383136331,4.740060803975574,1.3601216766554785,0.11198644572641561,1.0,0.3902757900819626
152,1.3395306867947354,0.07814181670188959,0.057206589538471034,0.721540405700353,0.10467336139407049,17.14230284541546,1.3395306867947354,12.797245344512428,4.79193496447549,1.3395306867947354,0.10467336139407049,1.0,0.3744505036414196
153,1.3290286565120697,0.08259957408588693,0.05853988727737317,0.7158834698305493,0.10977720097583547,16.090018274551237,1.3290286565120697,12.106599956074849,4.624294040248899,1.3290286565120695,0.10977720097583547,0.9999999999999999,0.38196471817246436
154,1.3236741274998955,0.07851971117292988,0.0568695950036647,0.7129992439790138,0.10393451017837177,16.85785782610265,1.3236741274998955,12.735655608788786,4.723802520161454,1.3236741274998955,0.10393451017837177,1.0,0.3709116095210357
155,1.318633896753293,0.08361769407052744,0.057610002271573896,0.7102843154047166,0.11026112576974431,15.769795034542446,1.318633896753293,11.959191306525971,4.560108143169352,1.318633896753293,0.11026112576974431,1.0,0.38130572764405585
156,1.3134751321324272,0.07858483851402417,0.05758927754908643,0.7075055383642601,0.10321923115081336,16.71410359770639,1.3134751321324272,12.725100908892763,4.68546256323455,1.3134751321324272,0.10321923115081336,1.0,0.3682063188952929
157,1.3132020634442203,0.08453629957179691,0.05687744083786221,0.7073584494666222,0.11101324303362246,15.534179637575859,1.3132020634442203,11.829237913953133,4.516582419703841,1.3132020634442203,0.11101324303362246,1.0,0.3818151644727953
158,1.3077959946944353,0.07816622903600336,0.05841225795718409,0.704446461650727,0.10222548125365306,16.730959275162995,1.3077959946944353,12.793248597669974,4.677679074867564,1.3077959946944353,0.10222548125365306,1.0,0.3656365339230183
159,1.3030329186405918,0.07840869791471827,0.058982855797460765,0.7018808229071344,0.10216911449062384,16.6184741399206,1.3030329186405918,12.753687111188308,4.653430870002684,1.303032918640592,0.10216911449062384,1.0,0.3648694553530651
160,1.3033573559038205,0.08377346645248043,0.06019789084807145,0.7020555815721221,0.10918676373040231,15.558116562397899,1.3033573559038205,11.936953815409309,4.503086237860692,1.3033573559038205,0.10918676373040231,1.0,0.377239143880049
161,1.3034100438655642,0.07878612106344238,0.05843281496253658,0.7020839620292978,0.10269062151129908,16.543650407868103,1.3034100438655642,12.692590858671059,4.643614982297296,1.3034100438655642,0.10269062151129908,1.0,0.36585241216728964
162,1.2978870806495706,0.08361156763608181,0.05988352416265757,0.699109008817086,0.10851837342772834,15.522817205133698,1.2978870806495706,11.96006758720858,4.4885258054096004,1.2978870806495706,0.10851837342772834,1.0,0.3752926789653034
163,1.2980735056918902,0.08038388778322308,0.06081675929565647,0.6992094269724848,0.1043441950159119,16.148429013442307,1.2980735056918902,12.440303990978524,4.578411062901155,1.2980735056918902,0.1043441950159119,1.0,0.3680304811057136
164,1.293463613844243,0.08370562422038381,0.058875120497055886,0.6967263011532883,0.10827017920318585,15.452529335887343,1.293463613844243,11.946628548723995,4.470714085896237,1.293463613844243,0.10827017920318585,1.0,0.3742239132708071
165,1.288003392619118,0.07856327599613487,0.058641305762534054,0.6937851440175622,0.10118976601829383,16.3944715426898,1.288003392619118,12.728593446754914,4.595229588081759,1.288003392619118,0.10118976601829383,1.0,0.3610162903940724
166,1.2874525221379407,0.0843513765148262,0.05844518592952695,0.6934884167276275,0.10859839243982006,15.262969916224767,1.2874525221379407,11.855171086914424,4.432871429892716,1.2874525221379407,0.10859839243982006,1.0,0.37391880702469643
167,1.3090153642307354,0.08002743252583437,0.05925711282693887,0.705103277055252,0.10475713873625568,16.357083101574705,1.3090153642307354,12.495715137146016,4.627274910134497,1.3090153642307354,0.10475713873625568,1.0,0.3703089306492748
168,1.3250793286429356,0.08328051476741821,0.06055121054997781,0.7137561578838874,0.11035328859704861,15.911036721417405,1.3250793286429356,12.007610697325198,4.591664824094728,1.3250793286429356,0.11035328859704861,1.0,0.38239621019005576
